id,target
2331,0
2335,0
2338,0
2343,0
2344,1
2345,0
2353,0
2355,0
2357,0
2360,1
2365,1
2369,1
2371,1
2378,0
2380,1
2381,0
2383,1
2384,1
2392,1
2393,1
2401,1
2403,1
2404,0
2405,1
2407,0
2411,1
2424,1
2426,1
2431,0
2433,1
2434,0
2436,0
2439,0
2444,1
2447,1
2448,0
2449,1
2450,1
2461,0
2469,0
2472,1
2473,0
2474,0
2477,0
2481,0
2484,1
2495,1
2503,1
2509,1
2511,0
2518,0
2522,1
2525,0
2526,0
2529,1
2533,0
2549,1
2551,1
2558,1
2562,0
2563,1
2567,0
2574,1
2577,1
2578,1
2580,1
2581,0
2583,0
2584,1
2586,1
2589,1
2595,0
2596,1
2600,1
2601,1
2607,1
2610,0
2613,1
2615,1
2618,0
2620,0
2623,1
2626,1
2630,0
2634,1
2636,1
2638,1
2639,1
2646,0
2650,0
2652,1
2653,0
2654,1
2662,0
2665,0
2669,0
2674,1
2678,0
2681,1
2685,0
2686,0
2690,0
2697,0
2699,0
2704,0
2705,0
2710,1
2712,0
2713,0
2716,0
2717,1
2718,0
2721,0
2722,1
2735,0
2737,0
2738,0
2742,1
2745,1
2746,1
2747,0
2750,0
2751,0
2754,0
2762,0
2764,1
2772,0
2775,0
2776,1
2779,0
2781,0
2789,0
2790,0
2791,1
2798,1
2800,0
2804,1
2805,1
2806,1
2809,1
2810,1
2812,1
2814,1
2816,1
2818,1
2823,1
2824,1
2834,1
2837,0
2840,0
2845,1
2847,1
2848,0
2850,1
2859,1
2862,1
2868,1
2874,0
2876,1
2892,0
2894,0
2897,0
2901,1
2903,1
2904,0
2906,1
2914,0
2918,1
2919,0
2923,1
2926,1
2928,0
2930,1
2938,0
2940,1
2949,0
2951,0
2958,0
2961,1
2962,0
2964,0
2966,1
2967,1
2968,1
2972,1
2977,1
2978,1
2979,0
2981,0
2985,1
2986,1
2989,0
2994,1
2996,1
2997,0
2999,0
3002,1
3007,0
3008,1
3017,0
3020,0
3024,0
3028,0
3031,0
3032,1
3033,0
3035,0
3040,0
3041,0
3046,0
3050,1
3063,0
3065,0
3067,0
3069,0
3076,0
3078,0
3081,0
3087,1
3088,1
3094,0
3096,0
3098,0
3103,0
3110,0
3113,1
3121,1
3127,0
3128,0
3129,1
3135,1
3143,1
3146,1
3148,1
3149,0
3151,1
3156,0
3160,0
3164,0
3169,1
3178,0
3187,0
3194,0
3202,1
3203,1
3204,1
3206,0
3207,1
3208,1
3209,1
3213,1
3214,0
3215,1
3220,1
3223,1
3224,1
3226,1
3228,0
3230,1
3232,1
3233,1
3234,0
3238,1
3246,1
3247,0
3250,1
3251,1
3254,0
3257,0
3258,1
3261,0
3267,0
3268,0
3269,0
3271,0
3272,1
3273,1
3279,1
3290,0
3291,0
3293,1
3294,1
3298,0
3305,0
3306,1
3307,0
3310,0
3313,0
3314,0
3315,0
3316,1
3321,0
3325,0
3326,0
3327,1
3330,1
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,0
3353,1
3354,0
3358,0
3360,0
3366,0
3371,1
3374,0
3375,0
3378,1
3382,1
3384,1
3385,0
3386,0
3392,1
3399,1
3407,1
3409,1
3416,0
3420,0
3422,1
3424,1
3426,1
3427,1
3434,1
3438,1
3441,0
3442,1
3443,1
3444,0
3449,1
3453,1
3454,0
3456,0
3457,0
3458,0
3461,1
3467,0
3479,0
3488,1
3491,1
3496,0
3502,0
3507,1
3511,0
3515,1
3516,0
3538,0
3539,1
3541,0
3545,1
3546,1
3547,0
3551,0
3553,1
3556,0
3558,0
3559,0
3561,0
3562,1
3563,1
3564,0
3571,0
3574,1
3576,0
3577,0
3579,1
3580,1
3586,1
3590,0
3599,0
3600,1
3601,1
3605,0
3606,1
3612,0
3614,1
3615,1
3616,0
3620,0
3622,1
3624,0
3630,0
3644,1
3649,0
3651,1
3654,1
3665,1
3668,0
3671,1
3672,1
3673,1
3677,0
3678,1
3687,1
3688,1
3693,0
3698,1
3699,1
3701,1
3703,1
3706,1
3707,0
3709,0
3711,0
3714,1
3716,1
3720,0
3728,1
3731,0
3732,0
3733,0
3734,0
3740,0
3746,1
3749,0
3751,0
3755,0
3757,0
3762,0
3767,0
3769,0
3779,0
3781,1
3782,0
3783,1
3784,0
3790,0
3791,0
3792,0
3794,0
3799,1
3801,0
3804,0
3808,0
3809,0
3811,0
3813,1
3817,0
3818,0
3823,0
3843,0
3844,0
3846,0
3847,0
3852,1
3854,1
3856,0
3863,1
3865,0
3867,1
3871,1
3872,1
3878,1
3880,0
3881,0
3882,0
3883,1
3884,1
3885,1
3886,1
3890,1
3891,1
3898,0
3902,0
3909,0
3910,1
3912,1
3915,0
3918,0
3920,0
3925,1
3928,1
3929,1
3930,0
3931,1
3934,1
3939,1
3941,0
3942,0
3943,1
3946,1
3963,0
3965,1
3966,1
3971,0
3972,1
3974,1
3976,1
3978,0
3981,0
3985,1
3986,0
3987,0
3988,1
3991,1
3999,0
4001,1
4002,0
4004,1
4007,0
4009,0
4013,1
4015,1
4016,0
4023,1
4031,0
4035,1
4036,0
4037,1
4040,0
4048,0
4053,0
4056,0
4059,1
4066,0
4067,0
4069,1
4070,0
4071,1
4073,0
4074,0
4075,0
4082,0
4090,0
4099,1
4102,0
4106,1
4109,0
4110,0
4115,1
4118,1
4120,0
4125,1
4126,0
4130,0
4134,0
4136,0
4137,1
4144,0
4148,1
4151,0
4155,0
4162,0
4165,1
4169,0
4174,1
4179,1
4185,1
4186,0
4187,0
4188,0
4190,0
4192,0
4193,1
4194,0
4195,0
4196,0
4207,0
4208,0
4215,0
4217,1
4222,1
4223,0
4226,0
4228,1
4229,1
4231,1
4234,0
4236,1
4249,1
4254,1
4258,0
4259,1
4263,1
4267,0
4277,0
4278,0
4280,0
4283,1
4285,1
4286,1
4287,0
4290,0
4291,1
4294,1
4302,1
4308,0
4310,1
4311,1
4315,0
4316,1
4319,0
4331,0
4338,0
4339,0
4340,1
4344,0
4346,0
4347,0
4360,0
4364,0
4367,0
4369,1
4370,0
4371,1
4380,1
4386,0
4389,0
4390,0
4394,0
4399,0
4400,0
4404,0
4409,1
4414,0
4417,1
4418,0
4419,0
4420,1
4422,1
4429,0
4431,0
4433,1
4434,0
4439,0
4443,0
4446,0
4447,0
4453,1
4460,1
4461,1
4462,1
4467,0
4469,1
4473,1
4474,1
4475,0
4477,0
4481,0
4483,0
4484,0
4485,0
4495,1
4497,1
4500,0
4501,1
4502,1
4505,0
4506,1
4510,1
4512,0
4513,1
4532,0
4535,0
4536,0
4540,0
4545,1
4552,0
4554,1
4555,0
4558,1
4559,1
4560,1
4566,1
4570,0
4572,0
4574,0
4581,1
4583,1
4586,1
4591,1
4594,0
4603,0
4605,1
4612,1
4613,0
4615,0
4618,0
4621,0
4623,0
4626,0
4629,0
4633,1
4636,1
4638,0
4640,1
4643,0
4645,1
4647,1
4648,0
4651,1
4652,0
4653,1
4654,0
4660,1
4662,1
4663,1
4665,1
4668,0
4676,1
4683,1
4685,0
4686,1
4701,1
4718,1
4721,1
4727,1
4728,0
4733,1
4741,0
4743,1
4746,0
4751,1
4756,0
4761,0
4763,0
4764,0
4767,0
4772,1
4776,0
4780,0
4781,0
4792,1
4796,0
4801,1
4804,1
4805,1
4806,1
4811,1
4815,0
4816,0
4817,1
4818,1
4822,1
4824,0
4827,1
4837,0
4838,1
4839,0
4841,0
4851,0
4855,0
4861,0
4862,1
4863,1
4865,1
4871,1
4873,0
4880,0
4885,0
4886,1
4902,0
4904,0
4907,0
4916,0
4921,0
4925,0
4927,0
4928,1
4930,0
4932,0
4933,0
4937,0
4939,1
4941,1
4942,0
4947,0
4949,0
4950,0
4956,0
4960,0
4963,0
4965,0
4976,1
4977,1
4987,1
4991,0
4994,0
4999,0
5003,0
5006,1
5009,1
5011,0
5012,0
5014,0
5020,1
5021,1
5023,1
5026,0
5030,0
5031,0
5036,0
5042,0
5045,0
5048,0
5051,0
5053,0
5054,0
5057,0
5058,0
5066,0
5070,0
5077,1
5081,1
5084,1
5086,0
5090,1
5091,0
5093,1
5100,0
5108,0
5111,1
5112,0
5118,1
5121,0
5123,0
5129,1
5133,1
5143,0
5147,1
5151,1
5156,1
5158,0
5161,1
5163,0
5167,0
5173,0
5205,0
5214,1
5215,0
5216,1
5217,0
5225,0
5237,0
5239,1
5240,0
5241,0
5246,1
5250,1
5253,0
5258,1
5261,1
5268,1
5275,0
5277,0
5279,1
5288,1
5289,0
5294,0
5303,0
5307,1
5311,0
5312,0
5314,0
5318,1
5327,1
5329,0
5333,0
5334,1
5340,1
5348,0
5358,0
5360,0
5361,0
5363,1
5364,1
5369,1
5370,0
5374,1
5376,0
5388,0
5390,0
5393,0
5394,0
5395,0
5398,0
5399,0
5401,0
5402,1
5405,0
5414,0
5415,0
5419,0
5421,0
5422,0
5424,0
5427,1
5429,0
5431,0
5433,1
5434,0
5435,0
5436,0
5438,1
5440,0
5441,1
5447,1
5451,0
5453,1
5456,0
5457,0
5463,0
5464,1
5470,0
5472,0
5474,0
5478,0
5483,1
5490,1
5500,1
5504,1
5508,0
5511,1
5512,1
5513,1
5516,1
5523,0
5527,0
5530,0
5533,1
5536,0
5537,0
5542,0
5543,1
5546,0
5549,1
5550,0
5551,1
5562,1
5566,1
5568,1
5571,1
5572,0
5574,1
5583,0
5585,1
5591,0
5596,1
5597,0
5601,1
5606,0
5607,0
5610,1
5615,0
5616,1
5623,1
5630,1
5636,0
5637,0
5639,1
5640,1
5643,0
5648,0
5649,0
5660,0
5666,1
5667,1
5678,0
5679,1
5681,1
5682,1
5691,0
5696,1
5697,0
5700,0
5701,1
5702,0
5708,0
5709,0
5718,0
5723,0
5725,0
5728,1
5731,0
5735,1
5737,0
5738,0
5742,0
5747,1
5749,1
5750,1
5755,1
5756,0
5761,0
5762,1
5767,1
5768,1
5770,1
5773,0
5774,1
5779,0
5782,0
5785,0
5786,0
5787,0
5788,1
5796,0
5802,0
5806,1
5809,1
5810,0
5811,1
5813,0
5820,0
5823,1
5830,1
5831,0
5838,1
5839,0
5844,0
5846,0
5851,0
5852,1
5857,0
5859,0
5860,0
5862,0
5865,0
5866,0
5871,1
5872,0
5877,1
5878,0
5879,1
5880,1
5895,1
5897,1
5910,0
5914,0
5915,0
5917,0
5924,0
5926,0
5931,1
5936,1
5940,1
5941,1
5945,1
5946,1
5948,1
5951,1
5967,1
5968,0
5969,0
5970,1
5971,1
5973,1
5976,1
5977,1
5984,1
5986,0
5993,0
5994,0
6005,0
6006,1
6008,0
6010,1
6011,0
6014,0
6016,0
6018,0
6021,0
6025,0
6028,0
6029,1
6035,1
6040,1
6042,0
6044,1
6046,1
6052,0
6054,1
6062,0
6063,1
6067,0
6068,1
6077,1
6079,0
6080,0
6081,0
6082,0
6089,1
6095,0
6101,0
6107,1
6114,0
6117,1
6121,0
6122,0
6124,0
6129,1
6131,1
6136,1
6139,0
6142,0
6143,1
6144,1
6149,0
6155,1
6157,0
6158,0
6161,0
6168,0
6172,0
6176,0
6177,1
6179,1
6180,0
6182,1
6186,0
6189,0
6190,0
6194,1
6204,0
6205,0
6209,0
6210,0
6212,1
6214,1
6221,1
6225,1
6228,1
6229,0
6231,0
6235,1
6236,0
6237,1
6238,1
6239,0
6242,0
6249,0
6250,0
6251,0
6252,1
6260,1
6264,0
6266,0
6270,0
6275,0
6279,0
6280,0
6284,0
6285,1
6286,0
6287,0
6288,0
6289,1
6290,1
6291,0
6295,0
6298,0
6307,1
6308,1
6309,0
6313,0
6316,0
6319,0
6321,1
6324,0
6327,0
6333,1
6351,1
6352,0
6353,0
6357,0
6359,0
6360,0
6364,0
6367,1
6368,1
6377,0
6378,0
6379,0
6381,0
6390,0
6401,1
6408,1
6409,0
6411,0
6419,0
6424,1
6426,0
6428,0
6431,0
6432,1
6433,0
6435,1
6437,0
6439,0
6442,0
6444,1
6447,0
6456,0
6457,0
6460,1
6468,0
6471,0
6475,1
6476,1
6479,1
6483,0
6487,0
6488,0
6489,0
6496,0
6498,1
6502,0
6503,0
6507,1
6508,1
6509,0
6517,0
6521,1
6522,0
6524,0
6526,0
6531,1
6533,0
6538,1
6539,0
6544,0
6557,0
6558,0
6562,0
6563,0
6564,0
6574,1
6578,1
6581,1
6584,1
6587,1
6589,1
6590,1
6592,1
6595,1
6599,1
6600,1
6606,1
6609,1
6612,1
6615,1
6618,1
6620,1
6623,0
6633,0
6639,1
6640,1
6641,0
6645,1
6650,0
6651,0
6652,0
6657,0
6659,1
6666,1
6671,1
6673,1
6674,1
6677,1
6680,1
6684,1
6685,0
6691,0
6692,1
6696,0
6698,0
6704,0
6705,0
6710,0
6713,0
6715,0
6717,0
6718,1
6720,0
6728,0
6732,0
6733,0
6739,0
6740,0
6741,0
6743,0
6747,0
6750,1
6752,0
6753,0
6755,1
6761,1
6763,1
6768,1
6770,1
6771,1
6777,0
6778,1
6780,0
6782,0
6786,1
6791,1
6797,1
6798,0
6803,0
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,1
6831,1
6836,1
6838,0
6840,0
6842,0
6846,0
6851,1
6853,1
6856,1
6859,1
6865,1
6866,1
6868,1
6869,1
6871,1
6873,1
6886,1
6887,1
6888,1
6889,1
6891,1
6894,1
6895,1
6899,1
6901,1
6902,1
6904,1
6906,1
6922,1
6923,1
6924,1
6927,1
6934,1
6938,1
6941,1
6942,1
6944,1
6947,1
6952,0
6957,0
6958,1
6964,0
6968,0
6969,0
6976,1
6982,0
6986,1
6987,1
6989,0
6991,0
6993,1
6995,0
6997,1
7000,0
7003,0
7004,1
7007,0
7011,1
7014,0
7016,0
7017,0
7020,0
7022,0
7028,0
7033,1
7034,1
7035,0
7038,0
7040,0
7041,0
7042,1
7045,0
7049,0
7055,0
7057,1
7062,0
7064,0
7066,0
7067,1
7072,0
7079,0
7082,0
7083,0
7084,0
7085,0
7087,0
7090,0
7094,1
7096,0
7099,0
7100,0
7101,0
7102,0
7103,0
7107,1
7110,0
7113,0
7117,1
7119,1
7123,1
7127,0
7133,0
7139,0
7143,0
7145,0
7151,1
7152,1
7153,0
7156,0
7162,0
7170,1
7172,1
7177,1
7181,0
7182,1
7189,0
7190,0
7200,1
7207,0
7209,0
7212,0
7216,1
7217,0
7219,0
7220,1
7222,0
7225,0
7233,0
7237,0
7238,1
7239,0
7240,0
7243,1
7245,1
7246,0
7249,1
7257,1
7258,0
7259,1
7262,0
7263,1
7269,1
7271,1
7273,1
7276,0
7279,0
7282,0
7284,0
7293,0
7298,1
7303,0
7304,1
7305,1
7308,0
7313,1
7314,0
7321,0
7322,1
7327,0
7333,1
7336,0
7339,0
7341,1
7346,0
7347,1
7349,1
7351,0
7353,0
7363,0
7364,0
7368,0
7370,1
7375,0
7376,1
7379,0
7382,0
7384,0
7385,1
7387,0
7388,1
7389,1
7394,0
7396,0
7398,0
7399,0
7401,0
7404,0
7406,1
7409,0
7411,0
7417,0
7420,1
7422,0
7423,0
7427,0
7429,1
7432,0
7435,0
7436,1
7440,1
7441,1
7445,1
7448,1
7449,1
7450,1
7454,0
7455,0
7460,1
7462,0
7464,1
7466,1
7468,0
7469,1
7471,0
7472,0
7483,1
7484,1
7485,1
7486,0
7487,0
7489,0
7492,1
7495,0
7499,0
7500,0
7506,0
7508,0
7509,1
7511,0
7516,0
7524,1
7538,1
7539,0
7541,0
7546,1
7549,1
7562,1
7564,0
7567,1
7572,1
7574,1
7575,1
7586,1
7592,0
7596,1
7597,1
7599,0
7606,1
7615,1
7618,1
7620,1
7624,1
7625,1
7629,0
7632,0
7636,1
7637,1
7646,1
7655,0
7658,1
7660,0
7664,0
7665,0
7666,0
7667,1
7673,0
7676,1
7682,1
7684,1
7690,0
7697,1
7700,0
7704,0
7705,1
7706,1
7708,0
7709,1
7710,0
7713,0
7716,1
7726,0
7729,1
7730,0
7732,0
7734,0
7740,1
7741,1
7745,0
7757,0
7762,0
7770,1
7776,0
7777,0
7778,1
7779,0
7782,1
7786,0
7791,1
7792,0
7794,0
7795,1
7796,1
7798,1
7805,1
7806,1
7808,1
7811,1
7814,1
7819,1
7820,0
7825,1
7829,1
7834,1
7836,1
7838,1
7841,1
7845,1
7846,1
7853,1
7856,0
7858,0
7859,1
7866,1
7875,1
7879,1
7884,1
7886,1
7890,0
7892,0
7896,1
7899,0
7900,0
7901,0
7904,0
7911,1
7917,1
7919,1
7920,1
7921,1
7922,0
7925,1
7927,0
7928,1
7931,1
7942,1
7946,1
7947,1
7948,0
7951,1
7956,0
7961,0
7964,0
7966,0
7967,0
7974,0
7975,0
7979,0
7985,0
7986,0
7993,0
7995,0
7997,0
7998,0
8004,0
8007,0
8011,0
8014,0
8022,1
8027,0
8033,0
8041,1
8042,0
8046,0
8048,0
8050,0
8051,0
8052,0
8053,0
8054,1
8059,1
8063,0
8072,1
8075,0
8076,1
8077,1
8078,1
8080,0
8082,0
8086,0
8090,1
8092,0
8093,1
8099,1
8104,1
8107,0
8108,0
8114,0
8115,1
8117,0
8123,0
8124,0
8127,1
8132,1
8134,0
8139,0
8145,1
8148,0
8151,1
8152,1
8153,0
8157,1
8160,0
8166,1
8167,1
8173,0
8174,1
8178,1
8179,0
8185,1
8186,1
8192,0
8193,0
8194,1
8197,0
8198,1
8199,0
8200,0
8206,0
8207,0
8220,0
8222,0
8227,0
8228,0
8229,1
8230,0
8233,1
8248,1
8249,1
8255,1
8260,1
8263,0
8265,1
8268,0
8269,0
8272,0
8273,0
8275,0
8277,1
8281,1
8282,0
8290,1
8293,0
8299,1
8302,0
8303,0
8305,1
8306,1
8307,0
8308,0
8313,0
8316,0
8319,0
8322,0
8323,1
8325,0
8326,0
8327,0
8328,0
8331,0
8333,1
8336,0
8338,0
8340,0
8342,1
8343,0
8353,1
8354,0
8357,1
8358,0
8359,0
8373,1
8376,0
8379,0
8380,0
8381,0
8384,1
8395,0
8398,0
8403,1
8407,0
8413,0
8417,0
8420,0
8421,0
8424,0
8426,0
8427,0
8438,0
8439,0
8442,1
8449,1
8456,1
8460,1
8462,1
8465,1
8466,1
8467,1
8469,1
8470,1
8474,1
8479,1
8481,1
8482,1
8485,1
8488,1
8492,1
8493,1
8495,1
8499,0
8501,1
8519,0
8521,0
8525,1
8527,0
8529,0
8532,0
8534,1
8535,0
8537,1
8544,0
8548,1
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,0
8568,1
8569,0
8573,0
8583,0
8588,0
8590,0
8592,1
8593,0
8594,1
8597,0
8600,1
8601,1
8602,0
8603,1
8604,0
8605,1
8611,0
8614,0
8616,1
8617,1
8619,1
8626,0
8629,1
8630,0
8632,0
8634,1
8641,1
8645,0
8649,1
8652,0
8666,1
8671,0
8672,1
8675,0
8678,0
8679,1
8682,0
8687,0
8701,1
8703,1
8707,1
8713,1
8716,1
8719,0
8725,1
8730,0
8731,1
8748,0
8749,0
8756,0
8764,1
8765,1
8769,1
8771,1
8772,0
8773,1
8779,1
8792,1
8794,1
8796,0
8798,0
8803,0
8807,0
8809,0
8811,1
8813,1
8814,0
8818,1
8819,0
8820,0
8821,0
8822,0
8824,0
8826,0
8827,0
8828,0
8833,0
8834,0
8845,1
8847,1
8849,1
8861,0
8867,1
8868,1
8870,0
8873,1
8874,1
8876,0
8877,1
8879,1
8882,1
8884,1
8889,1
8891,1
8894,1
8895,1
8897,1
8898,0
8901,0
8904,1
8909,1
8910,1
8911,0
8915,0
8917,1
8918,1
8919,0
8922,0
8925,1
8928,0
8929,1
8930,1
8932,0
8937,1
8940,0
8943,0
8950,1
8951,0
8954,0
8958,1
8960,0
8964,0
8975,1
8977,1
8981,1
8982,1
8984,1
8988,1
8990,1
8991,1
8995,0
8997,0
9003,0
9004,1
9010,1
9011,0
9013,0
9014,1
9015,1
9017,0
9019,0
9021,0
9024,0
9032,0
9035,1
9036,1
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,1
9063,1
9065,1
9066,1
9068,1
9069,1
9070,1
9073,1
9076,1
9091,1
9092,1
9104,0
9105,0
9108,0
9111,0
9115,0
9117,0
9122,0
9125,0
9127,1
9129,1
9133,0
9136,0
9138,1
9140,0
9147,0
9150,0
9152,0
9153,0
9155,0
9158,0
9160,1
9163,0
9165,1
9167,0
9168,1
9170,0
9176,0
9178,1
9184,0
9186,0
9188,0
9189,0
9190,0
9196,1
9198,1
9199,0
9200,0
9201,1
9202,0
9204,0
9205,1
9213,0
9214,1
9224,1
9227,1
9228,0
9229,0
9234,0
9236,0
9241,0
9243,1
9245,0
9256,1
9258,0
9261,1
9274,1
9279,0
9282,0
9284,1
9285,0
9291,0
9295,0
9299,0
9302,0
9304,0
9305,1
9306,0
9310,1
9312,1
9316,0
9318,1
9323,1
9326,0
9327,0
9328,0
9331,0
9335,0
9336,0
9340,1
9349,1
9352,1
9353,0
9354,1
9356,1
9357,1
9358,1
9359,1
9364,0
9366,1
9369,0
9370,1
9379,1
9381,0
9383,0
9389,1
9390,0
9392,1
9394,0
9398,0
9399,1
9400,0
9407,0
9409,1
9412,0
9413,0
9415,0
9419,1
9423,1
9424,1
9426,1
9427,0
9428,0
9429,1
9433,1
9437,0
9440,1
9442,0
9443,0
9444,1
9447,1
9459,1
9461,0
9462,0
9464,0
9473,1
9475,1
9476,0
